Date,Event,Details,Billing on,Shop name,Shop country,Shop email,Shop domain
2021-05-12 00:32:30 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Skinclear,FR,skinclearshop.co@gmail.com,skinclear-shop3.myshopify.com
2021-05-12 00:32:31 UTC,Usage charge applied,Shopify plan - 29.99,,Affordable Pet Labs,US,info@affordablepetlabs.com,affordable-pet-labs.myshopify.com
2021-05-12 00:32:32 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Royalwallet,DE,info@royalwallet.de,royalwallet.myshopify.com
2021-05-12 00:32:32 UTC,Usage charge applied,Basic Shopify plan - 19.99,,CALISTENIABUY,ES,calisteniabuy@gmail.com,calisteniabuy.myshopify.com
2021-05-12 00:32:33 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Ebis24,DE,info@ebis24.de,ebis24.myshopify.com
2021-05-12 00:32:34 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Narrative Lab,AU,sayhello@narrativelab.co,narrative-lab.myshopify.com
2021-05-12 00:32:35 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Impulse Activewear,US,support@impulseactivewear.com,impulse-activewear.myshopify.com
2021-05-12 00:32:36 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Lashed By Jass ,US,lashedbyjascustomerservice@gmail.com,lashed-by-jass.myshopify.com
2021-05-12 00:32:44 UTC,Usage charge applied,Basic Shopify plan - 19.99,,SealPod,TW,info@belamolly.com,sealpod-capsules.myshopify.com
2021-05-12 00:32:47 UTC,Usage charge applied,Shopify plan - 29.99,,Think Coffee NYC,US,kassandramj@gmail.com,think-coffee-nyc.myshopify.com
2021-05-12 00:32:48 UTC,Usage charge applied,Basic Shopify plan - 19.99,,EcodenFr,SG,ecodenfr@gmail.com,ecodenfr.myshopify.com
2021-05-12 00:32:49 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Michel Germain Parfums Ltd. Canada,CA,support@michelgermain.com,michelgermain-ca.myshopify.com
2021-05-12 00:32:50 UTC,Usage charge applied,Basic Shopify plan - 19.99,,The Ugly Workshop,CA,theuglyworkshop@gmail.com,the-ugly-workshop.myshopify.com
2021-05-12 00:32:51 UTC,Usage charge applied,Shopify Plus plan - 99.99,,Pawz,US,Julian@pawzcorporate.com,pawzshop.myshopify.com
2021-05-12 00:32:52 UTC,Usage charge applied,Shopify plan - 29.99,,BIOV8 Clinics,AU,care@biov8.com.au,biov8.myshopify.com
2021-05-12 00:32:52 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Cahokia Rice,US,Bob@cahokiarice.com,highproteinrice.myshopify.com
2021-05-12 00:32:53 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Super Shoe,BE,support@bysupershoe.com,camilles-shoe.myshopify.com
2021-05-12 00:32:54 UTC,Usage charge applied,Shopify plan - 29.99,,menforsuit,RO,menforsuit@gmail.com,menforsuit.myshopify.com
2021-05-12 00:32:55 UTC,Usage charge applied,Shopify plan - 29.99,,Vetro Power India,IN,customercare@vetropower.com,vetro-power.myshopify.com
2021-05-12 00:32:56 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Dusty’s smartshop,US,chavis2001@yahoo.com,dusty-s-smartshop.myshopify.com
2021-05-12 00:32:58 UTC,Usage charge applied,Shopify plan - 29.99,,Mon Enseigne Lumineuse,FR,contact@monenseignelumineuse.fr,monenseignelumineuse.myshopify.com
2021-05-12 00:32:59 UTC,Usage charge applied,Shopify Plus plan (80% discount) - 20.0,,Official Lana Del Rey Store,US,customercare@famehouse.net,official-lana-del-rey-store.myshopify.com
2021-05-12 00:33:00 UTC,Usage charge applied,Shopify plan - 29.99,,Moku Foods,US,hello@mokufoods.com,moku-foods.myshopify.com
2021-05-12 00:33:01 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Alternative Eden,US,sales@alternative-eden.com,alternative-eden.myshopify.com
2021-05-12 00:33:02 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Tail & Tales,US,info.petlypaws@gmail.com,petlypaw.myshopify.com
2021-05-12 00:33:03 UTC,Usage charge applied,Basic Shopify plan - 19.99,,EgteDeals,NL,pawesomegoods@gmail.com,egtedeals.myshopify.com
2021-05-12 00:33:04 UTC,Usage charge applied,Basic Shopify plan - 19.99,,DEENETO,US,deenetopro@gmail.com,deeneto.myshopify.com
2021-05-12 00:33:15 UTC,Usage charge applied,Shopify plan - 29.99,,BuilDIY,NL,contact@buildiy.nl,buildiynl.myshopify.com
2021-05-12 00:33:16 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Univers Chakras,FR,sweetyyrobe@gmail.com,sweety-robe.myshopify.com
2021-05-12 00:33:17 UTC,Usage charge applied,Basic Shopify plan - 19.99,,ALPHALUXPRO,US,alphaluxpro@gmail.com,alphaluxpro.myshopify.com
2021-05-12 00:33:18 UTC,Usage charge applied,Basic Shopify plan - 19.99,,itallii,US,my.itallii@gmail.com,itallii.myshopify.com
2021-05-12 00:33:18 UTC,Usage charge applied,Shopify plan - 29.99,,Abtantly,US,rawan_nasir@hotmail.com,abtantly.myshopify.com
2021-05-12 00:33:22 UTC,Usage charge applied,Basic Shopify plan - 19.99,,versoon.com,US,ibryanbarragan@gmail.com,versoon-com.myshopify.com
2021-05-12 00:33:23 UTC,Usage charge applied,Shopify plan - 29.99,,twinnytube-gr,SI,luka.ropotar@siol.net,twinnytube-gr.myshopify.com
2021-05-12 00:33:40 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Mapooza,US,makcliabaldwin@gmail.com,mapooza.myshopify.com
2021-05-12 00:33:43 UTC,Usage charge applied,Shopify plan - 29.99,,SAPELU,US,mysapelu@gmail.com,sapelu.myshopify.com
2021-05-12 00:33:44 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Amazonian Elements ,US,awoogbeyono@gmail.com,amazonian-elements.myshopify.com
2021-05-12 00:33:45 UTC,Usage charge applied,Basic Shopify plan - 19.99,,glassestools.com,US,glassestools@gmail.com,glassestools-com.myshopify.com
2021-05-12 00:33:46 UTC,Usage charge applied,Basic Shopify plan - 19.99,,printyourgesicht.de,DE,nicoklasik@gmx.de,selfmadetrends-de.myshopify.com
2021-05-12 00:33:47 UTC,Usage charge applied,Shopify Plus plan - 99.99,,Rails,US,info@railsclothing.com,rails-25.myshopify.com
2021-05-12 00:33:54 UTC,Usage charge applied,Shopify plan - 29.99,,Leos paw,FI,info@leospaw.com,leos-paw.myshopify.com
2021-05-12 00:33:55 UTC,Usage charge applied,Basic Shopify plan - 19.99,,The Victorian Company,US,shevon@invariantandco.com,the-victorian-company.myshopify.com
2021-05-12 00:33:57 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Eberlestock,US,Orders@eberlestock.com,eberlestock.myshopify.com
2021-05-12 00:33:58 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,Gardenesque,GB,steve@gardenesque.com,gardenesqueuk.myshopify.com
2021-05-12 00:33:59 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Canga Shop,US,sunshine@cangashop.com,canga-shop.myshopify.com
2021-05-12 00:34:02 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,oxoshop.eu,CZ,marian@oxobubbletea.hu,oxoshop-eu.myshopify.com
2021-05-12 00:34:03 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Official Armored Shoes,US,support@armoredshoes.com,official-armored-shoes.myshopify.com
2021-05-12 00:34:04 UTC,Usage charge applied,Shopify plan - 29.99,,leevje GmbH,DE,david@leevje.com,hejcrew.myshopify.com
2021-05-12 00:34:05 UTC,Usage charge applied,Shopify Plus plan - 99.99,,The Fresh Chile Company,US,freshchilesocial@gmail.com,the-fresh-chile-company.myshopify.com
2021-05-12 00:34:06 UTC,Usage charge applied,Basic Shopify plan - 19.99,,The Urban Detailer,GB,abraar@theurbandetailer.co.uk,the-urban-detailer.myshopify.com
2021-05-12 00:34:07 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,The German Christmas Shop,AU,service@adornare.com.au,adornare.myshopify.com
2021-05-12 00:34:08 UTC,Usage charge applied,Shopify plan - 29.99,,Manfix,US,contact@getamanfix.com,getamanfix.myshopify.com
2021-05-12 00:34:09 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Amazing Nana,US,pankaj.mehra@yahoo.com,cooltshirtsforgrandma.myshopify.com
2021-05-12 00:34:10 UTC,Usage charge applied,Basic Shopify plan - 19.99,,ArtEvermore,GB,hello@artevermore.co,madeevermore.myshopify.com
2021-05-12 00:34:12 UTC,Usage charge applied,Basic Shopify plan - 19.99,,L8R Lifestyle,US,l8rlifestyle@gmail.com,l8r-lifestyle.myshopify.com
2021-05-12 00:34:14 UTC,Usage charge applied,Shopify plan - 29.99,,Primes Compression,US,admin@feelyourprime.com,prime-compression.myshopify.com
2021-05-12 00:34:15 UTC,Usage charge applied,Shopify plan - 29.99,,Lumos Helmet US,US,euwen@lumoshelmet.co,lumos-helmet-us.myshopify.com
2021-05-12 00:34:15 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Goldglanz,DE,info.goldglanz@gmail.com,goldglanz.myshopify.com
2021-05-12 00:34:16 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Retro Oranje,FR,retrooranje@gmail.com,retro-oranje.myshopify.com
2021-05-12 00:34:17 UTC,Usage charge applied,Advanced Shopify plan - 59.99,,TheDiabeticPatch,US,info@thediabeticpatch.com,jus4geo.myshopify.com
2021-05-12 00:34:18 UTC,Usage charge applied,Shopify plan - 29.99,,Beyond Vape,US,it@beyondvape.com,beyondvape.myshopify.com
2021-05-12 00:34:18 UTC,Usage charge applied,Shopify plan - 29.99,,Biocol Labs ,PT,christinepausewang@biocollabs.com,biocol-labs-us.myshopify.com
2021-05-12 00:34:20 UTC,Closed Store,,,Armoured by God apparel,NZ,armouredby.god@gmail.com,armoured-by-god.myshopify.com
2021-05-12 00:34:21 UTC,Recurring charge frozen,In Cart Upsell - FLEX - 0.0,,Armoured by God apparel,NZ,armouredby.god@gmail.com,armoured-by-god.myshopify.com
2021-05-12 00:44:10 UTC,Uninstalled,"",,Kuruma Interia,CA,chin.brandon.group@gmail.com,c-b-interior-car-accessories.myshopify.com
2021-05-12 00:52:13 UTC,Uninstalled,"",,mundaneisexciting,AU,mundaneapparelshop@gmail.com,mundaneisexciting.myshopify.com
2021-05-12 00:54:49 UTC,Installed,,,TheCroneNTheFox,US,fedra@thecronenthefox.com,thecronenthefox.myshopify.com
2021-05-12 00:56:12 UTC,Uninstalled,"",,SkyLeep,US,ythao85@hotmail.com,skyleep.myshopify.com
2021-05-12 01:00:34 UTC,Installed,,,BébéLand™,FR,guillaumeclement10@gmail.com,cg-ct.myshopify.com
2021-05-12 01:09:24 UTC,Uninstalled,"",,TheCroneNTheFox,US,fedra@thecronenthefox.com,thecronenthefox.myshopify.com
2021-05-12 01:10:19 UTC,Uninstalled,"",,Minimal CLUB,US,msrcosg@socialdocvictoria.com,the-road-to-greatness.myshopify.com
2021-05-12 01:10:20 UTC,Recurring charge cancelled,In Cart Upsell - Beginner plan - 14.0,,Minimal CLUB,US,msrcosg@socialdocvictoria.com,the-road-to-greatness.myshopify.com
2021-05-12 01:17:06 UTC,Uninstalled,"",,REDACTED,REDACTED,REDACTED-PII@privacycanary.ca,REDACTED
2021-05-12 01:22:07 UTC,Uninstalled,"",,FURRever21,PH,abigail.cortezac@gmail.com,furrever21.myshopify.com
2021-05-12 01:32:18 UTC,Uninstalled,"",,A Survivalist,US,asurvivaliststore@gmail.com,freebiecases.myshopify.com
2021-05-12 01:57:13 UTC,Closed Store,,,x parel,US,meetsanaamjad@gmail.com,x-parel.myshopify.com
2021-05-12 02:00:31 UTC,Re-opened Store,,,La Caja Azul,CO,vicky.cabrales@gmail.com,caja-azul.myshopify.com
2021-05-12 02:05:34 UTC,Re-opened Store,,,Portables Pet Water Bottles,FR,gncorporationgn@gmail.com,portables-pet-water-bottles.myshopify.com
2021-05-12 02:11:00 UTC,Re-opened Store,,,x parel,US,team@xparel.com,x-parel.myshopify.com
2021-05-12 02:29:11 UTC,Uninstalled,"",,Eternim Tech,SG,eternimtech@gmail.com,eternim-tech.myshopify.com
2021-05-12 02:30:26 UTC,Re-opened Store,,,Titanic-Jewellery,NL,nucro-commerce@hotmail.com,titanic-jewellery.myshopify.com
2021-05-12 02:33:09 UTC,Uninstalled,"",,REDACTED,REDACTED,REDACTED-PII@privacycanary.ca,REDACTED
2021-05-12 02:44:37 UTC,Re-opened Store,,,ApolloHOU,US,Apollosportsmedia@gmail.com,apollo-sports-merch.myshopify.com
2021-05-12 02:45:32 UTC,Re-opened Store,,,Valid Tees,US,validteestm@gmail.com,its-valid-tees.myshopify.com
2021-05-12 02:47:46 UTC,Uninstalled,"",,itiplanet,CL,info@itiplanet.com,tiendachilele.myshopify.com
2021-05-12 02:47:47 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,itiplanet,CL,info@itiplanet.com,tiendachilele.myshopify.com
2021-05-12 02:53:08 UTC,Installed,,,Addilyn Styles,AU,theteam@sinceresally.com,addilyn-styles.myshopify.com
2021-05-12 02:54:22 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Addilyn Styles,AU,theteam@sinceresally.com,addilyn-styles.myshopify.com
2021-05-12 02:54:24 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Addilyn Styles,AU,theteam@sinceresally.com,addilyn-styles.myshopify.com
2021-05-12 03:08:08 UTC,Closed Store,,,Lundyn.Porter,US,Support@LundynPorter.com,lundyn-porter.myshopify.com
2021-05-12 03:34:44 UTC,Re-opened Store,,,Kabru | Outdoor Adventure Clothing & Gear,US,rsbeiti@gmail.com,je-taime-clothing.myshopify.com
2021-05-12 03:41:29 UTC,Installed,,,ParkerLarue,US,Connect@ParkerLarue.com,parkerlarue.myshopify.com
2021-05-12 03:42:46 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,ParkerLarue,US,Connect@ParkerLarue.com,parkerlarue.myshopify.com
2021-05-12 03:42:48 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,ParkerLarue,US,Connect@ParkerLarue.com,parkerlarue.myshopify.com
2021-05-12 03:50:15 UTC,Closed Store,,,Setfulhome,SA,abdulrahmanthalqurashi@gmail.com,setfulhome.myshopify.com
2021-05-12 04:20:16 UTC,Installed,,,santorinirestaurant2.0,US,santorinirestaurant2.0@gmail.com,santorinirestaurant2-0.myshopify.com
2021-05-12 04:30:34 UTC,Uninstalled,"",,AVA SOCIETY - For Sensitive Skin,AU,hello@avasociety.com.au,avasociety.myshopify.com
2021-05-12 04:30:35 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,AVA SOCIETY - For Sensitive Skin,AU,hello@avasociety.com.au,avasociety.myshopify.com
2021-05-12 04:33:11 UTC,Installed,,,Reversible Octo ™ ,AU,thereversibleoctosales@gmail.com,flip-tile.myshopify.com
2021-05-12 04:41:30 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Reversible Octo ™ ,AU,thereversibleoctosales@gmail.com,flip-tile.myshopify.com
2021-05-12 04:41:32 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Reversible Octo ™ ,AU,thereversibleoctosales@gmail.com,flip-tile.myshopify.com
2021-05-12 04:42:10 UTC,Uninstalled,"",,Specialso®,CA,contact@specialso.com,specialso-com.myshopify.com
2021-05-12 04:42:11 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Specialso®,CA,contact@specialso.com,specialso-com.myshopify.com
2021-05-12 04:54:26 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,santorinirestaurant2.0,US,santorinirestaurant2.0@gmail.com,santorinirestaurant2-0.myshopify.com
2021-05-12 04:54:28 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,santorinirestaurant2.0,US,santorinirestaurant2.0@gmail.com,santorinirestaurant2-0.myshopify.com
2021-05-12 05:02:56 UTC,Uninstalled,La aplicación no funciona bien,,Kapelly Store,CO,kapellystore@gmail.com,kapelly-store.myshopify.com
2021-05-12 05:02:57 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Kapelly Store,CO,kapellystore@gmail.com,kapelly-store.myshopify.com
2021-05-12 05:15:26 UTC,Re-opened Store,,,Setfulhome,SA,abdulrahmanthalqurashi@gmail.com,setfulhome.myshopify.com
2021-05-12 05:22:28 UTC,Installed,,,thinasscases,US,contact@thinasscases.com,thinasscases.myshopify.com
2021-05-12 05:22:51 UTC,Uninstalled,"",,thinasscases,US,contact@thinasscases.com,thinasscases.myshopify.com
2021-05-12 05:29:10 UTC,Installed,,,Dittnamn,SE,dittnamnbutik@gmail.com,dittnamn.myshopify.com
2021-05-12 05:29:57 UTC,Recurring charge declined,In Cart Upsell - FLEX - 0.0,,Dittnamn,SE,dittnamnbutik@gmail.com,dittnamn.myshopify.com
2021-05-12 05:49:31 UTC,Installed,,,afrodite italia,IT,aphrodite.info@virgilio.it,aphroditeshop-com.myshopify.com
2021-05-12 05:50:21 UTC,Uninstalled,"",,afrodite italia,IT,aphrodite.info@virgilio.it,aphroditeshop-com.myshopify.com
2021-05-12 06:03:00 UTC,Installed,,,Black Pearl Lingerie,SG,support@blackpearllingerie.com,black-pearl-lingerie.myshopify.com
2021-05-12 06:04:46 UTC,Installed,,,Star Aesthetic Decor,US,starspaceecom@gmail.com,star-aesthetic-decor.myshopify.com
2021-05-12 06:08:07 UTC,Uninstalled,"",,Star Aesthetic Decor,US,starspaceecom@gmail.com,star-aesthetic-decor.myshopify.com
2021-05-12 06:10:18 UTC,Uninstalled,Other,,Psychopharmashop,US,info@getidealabs.com,idea-labs.myshopify.com
2021-05-12 06:18:12 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Dittnamn,SE,dittnamnbutik@gmail.com,dittnamn.myshopify.com
2021-05-12 06:18:13 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Dittnamn,SE,dittnamnbutik@gmail.com,dittnamn.myshopify.com
2021-05-12 06:42:22 UTC,Uninstalled,"",,Nureskin,FR,organisation.ecom@gmail.com,nureskin.myshopify.com
2021-05-12 06:42:23 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Nureskin,FR,organisation.ecom@gmail.com,nureskin.myshopify.com
2021-05-12 06:52:54 UTC,Installed,,,Oribe Tea Co.,US,info@oribetea.com,oribe-tea-co.myshopify.com
2021-05-12 06:54:18 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Oribe Tea Co.,US,info@oribetea.com,oribe-tea-co.myshopify.com
2021-05-12 06:54:20 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Oribe Tea Co.,US,info@oribetea.com,oribe-tea-co.myshopify.com
2021-05-12 07:55:03 UTC,Uninstalled,ok,,Retro Oranje,FR,retrooranje@gmail.com,retro-oranje.myshopify.com
2021-05-12 07:55:04 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Retro Oranje,FR,retrooranje@gmail.com,retro-oranje.myshopify.com
2021-05-12 08:13:01 UTC,Installed,,,"Non Posso, Ho Danza.",IT,info@nonpossohodanza.it,non-posso-ho-danza.myshopify.com
2021-05-12 08:14:10 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,"Non Posso, Ho Danza.",IT,info@nonpossohodanza.it,non-posso-ho-danza.myshopify.com
2021-05-12 08:14:12 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,"Non Posso, Ho Danza.",IT,info@nonpossohodanza.it,non-posso-ho-danza.myshopify.com
2021-05-12 08:27:04 UTC,Installed,,,Isla Eyewear,US,krone2777@gmail.com,walltime.myshopify.com
2021-05-12 08:27:28 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Isla Eyewear,US,krone2777@gmail.com,walltime.myshopify.com
2021-05-12 08:27:30 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Isla Eyewear,US,krone2777@gmail.com,walltime.myshopify.com
2021-05-12 09:02:32 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,"Non Posso, Ho Danza.",IT,info@nonpossohodanza.it,non-posso-ho-danza.myshopify.com
2021-05-12 09:15:45 UTC,Uninstalled,"",,eleven44,SG,contact@eleven44.com,eleven44.myshopify.com
2021-05-12 09:26:20 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,"Non Posso, Ho Danza.",IT,info@nonpossohodanza.it,non-posso-ho-danza.myshopify.com
2021-05-12 09:26:21 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,"Non Posso, Ho Danza.",IT,info@nonpossohodanza.it,non-posso-ho-danza.myshopify.com
2021-05-12 09:27:52 UTC,Usage charge applied,Basic Shopify plan - 19.99,,Isla Eyewear,US,krone2777@gmail.com,walltime.myshopify.com
2021-05-12 10:12:29 UTC,Uninstalled,"",,laludotheque,FR,laludodotheque@gmail.com,airbattle.myshopify.com
2021-05-12 10:12:30 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,laludotheque,FR,laludodotheque@gmail.com,airbattle.myshopify.com
2021-05-12 10:13:00 UTC,Installed,,,laludotheque,FR,laludodotheque@gmail.com,airbattle.myshopify.com
2021-05-12 10:13:33 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,laludotheque,FR,laludodotheque@gmail.com,airbattle.myshopify.com
2021-05-12 10:13:35 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-05-29,laludotheque,FR,laludodotheque@gmail.com,airbattle.myshopify.com
2021-05-12 10:22:10 UTC,Installed,,,Steven Brown Art,GB,contact@stevenbrownart.co.uk,steven-brown-art.myshopify.com
2021-05-12 10:22:42 UTC,Installed,,,The Beauty Forever,SA,miaoxinc@uvic.ca,the-beauty-forever.myshopify.com
2021-05-12 10:22:51 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Steven Brown Art,GB,contact@stevenbrownart.co.uk,steven-brown-art.myshopify.com
2021-05-12 10:22:53 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Steven Brown Art,GB,contact@stevenbrownart.co.uk,steven-brown-art.myshopify.com
2021-05-12 10:41:50 UTC,Installed,,,Julia Gash,GB,info@juliagash.co.uk,julia-gash.myshopify.com
2021-05-12 10:42:28 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Julia Gash,GB,info@juliagash.co.uk,julia-gash.myshopify.com
2021-05-12 10:42:30 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Julia Gash,GB,info@juliagash.co.uk,julia-gash.myshopify.com
2021-05-12 10:56:06 UTC,Closed Store,,,BLACK SNAKE,US,support@blacksnake.co,ultra-snake.myshopify.com
2021-05-12 10:56:07 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,2021-05-13,BLACK SNAKE,US,support@blacksnake.co,ultra-snake.myshopify.com
2021-05-12 11:00:03 UTC,Recurring charge expired,In Cart Upsell - FLEX - 0.0,,Lubov.nl,NL,info@lubov.nl,lubovnl.myshopify.com
2021-05-12 11:00:04 UTC,Recurring charge expired,In Cart Upsell - FLEX - 0.0,,RudeXman,GB,myrudexman@gmail.com,rudexman.myshopify.com
2021-05-12 11:00:05 UTC,Recurring charge expired,In Cart Upsell - FLEX - 0.0,,MDLR,ID,info@mariedelaroche.com,mariedela-roche.myshopify.com
2021-05-12 11:35:19 UTC,Installed,,,CopperX Shop,US,copperxemail@gmail.com,copperxshop.myshopify.com
2021-05-12 11:37:54 UTC,Installed,,,TwistJet,FR,shopifred@gmail.com,shopifred95.myshopify.com
2021-05-12 11:41:06 UTC,Uninstalled,"",,ukraine flowers delivery,UA,orchidukraine@gmail.com,ukraineflowersdelivery.myshopify.com
2021-05-12 11:41:07 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,ukraine flowers delivery,UA,orchidukraine@gmail.com,ukraineflowersdelivery.myshopify.com
2021-05-12 12:10:43 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,wowshop24,DE,team@wowshop24.de,wowshop241221.myshopify.com
2021-05-12 12:10:43 UTC,Uninstalled,Does not meet my needs; Please delete my subscription. Thank You!,,wowshop24,DE,team@wowshop24.de,wowshop241221.myshopify.com
2021-05-12 12:13:14 UTC,Installed,,,Lion's Den,US,miaoxinc@uvic.ca,thee-lions-den.myshopify.com
2021-05-12 12:24:35 UTC,Uninstalled,"",,Ektedeals,NO,pawesomegoods@gmail.com,ektedeals.myshopify.com
2021-05-12 12:24:36 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Ektedeals,NO,pawesomegoods@gmail.com,ektedeals.myshopify.com
2021-05-12 12:25:03 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,EgteDeals,NL,pawesomegoods@gmail.com,egtedeals.myshopify.com
2021-05-12 12:25:03 UTC,Uninstalled,"",,EgteDeals,NL,pawesomegoods@gmail.com,egtedeals.myshopify.com
2021-05-12 12:39:50 UTC,Installed,,,Wuuff City,US,remanjot999@gmail.com,wuff-city.myshopify.com
2021-05-12 12:40:10 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Wuuff City,US,remanjot999@gmail.com,wuff-city.myshopify.com
2021-05-12 12:40:13 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Wuuff City,US,remanjot999@gmail.com,wuff-city.myshopify.com
2021-05-12 12:49:55 UTC,Installed,,,Filter Kits ZAR,ZA,hso@telkomsa.net,filter-kits-zar.myshopify.com
2021-05-12 13:01:40 UTC,Installed,,,Nóri modern szatócsboltja,HU,norimodernszatocsboltja@gmail.com,nori-modern-szatocsboltja.myshopify.com
2021-05-12 13:02:54 UTC,Uninstalled,"",,Portables Pet Water Bottles,FR,gncorporationgn@gmail.com,portables-pet-water-bottles.myshopify.com
2021-05-12 13:05:24 UTC,Installed,,,Wuff Squad,US,workwuffsquad@gmail.com,wuff-squad.myshopify.com
2021-05-12 13:05:46 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Wuff Squad,US,workwuffsquad@gmail.com,wuff-squad.myshopify.com
2021-05-12 13:05:49 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Wuff Squad,US,workwuffsquad@gmail.com,wuff-squad.myshopify.com
2021-05-12 13:07:40 UTC,Uninstalled,"",,Nóri modern szatócsboltja,HU,norimodernszatocsboltja@gmail.com,nori-modern-szatocsboltja.myshopify.com
2021-05-12 13:08:07 UTC,Uninstalled,"",,REDACTED,REDACTED,REDACTED-PII@privacycanary.ca,REDACTED
2021-05-12 13:14:57 UTC,Uninstalled,"",,Mahyana,FR,contactmahyana@gmail.com,mahyana-store.myshopify.com
2021-05-12 13:14:58 UTC,Recurring charge cancelled,In Cart Upsell - FLEX - 0.0,,Mahyana,FR,contactmahyana@gmail.com,mahyana-store.myshopify.com
2021-05-12 13:24:09 UTC,Installed,,,Before Makeup,US,rugancural159@gmail.com,beforemakeup.myshopify.com
2021-05-12 13:25:11 UTC,Recurring charge accepted,In Cart Upsell - FLEX - 0.0,,Before Makeup,US,rugancural159@gmail.com,beforemakeup.myshopify.com
2021-05-12 13:25:13 UTC,Recurring charge activated,In Cart Upsell - FLEX - 0.0,2021-06-11,Before Makeup,US,rugancural159@gmail.com,beforemakeup.myshopify.com
2021-05-12 13:29:20 UTC,Installed,,,Evi Brasil Dev,BR,4p@ad4pixels.com.br,evi-brasil-dev.myshopify.com
2021-05-12 13:32:03 UTC,Re-opened Store,,,Justshopwow,GB,dwightd77@gmail.com,justshopwow.myshopify.com
